secuencial,tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad
74541434,Entrada,Extranjero,2023,Julio,5,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Colombia,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,51
84409045,Salida,Ecuatoriano,2023,Agosto,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Venezuela,América del Sur,América,Caracas,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,50
21468609,Salida,Extranjero,2023,Febrero,25,Mujer,Alemania,Europa Occidental,Europa,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Alemania,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Auxiliares de servicios de abordo,26
110502731,Salida,Ecuatoriano,2023,Noviembre,3,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Menores de edad,14
80512293,Salida,Ecuatoriano,2023,Agosto,3,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,14
52921155,Entrada,Extranjero,2023,Mayo,17,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Boston Massachusetts,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,"Oficiales, operarios y artesanos de artes mecanicas y de otros oficios no clasificados bajo otros epigrafes",37
80483858,Salida,Ecuatoriano,2023,Agosto,11,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
72759636,Salida,Ecuatoriano,2023,Julio,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,36
91790460,Entrada,Extranjero,2023,Septiembre,4,Hombre,China,Asia Oriental,Asia,Vía Aérea,Turismo,Bolivia,América del Sur,América,La Paz,Bolivia,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Tecnicos en ciencias fisicas y en ingenieria no clasificados bajo otros epigrafes,29
65189690,Salida,Ecuatoriano,2023,Junio,9,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Amas de casa,59
64257102,Salida,Ecuatoriano,2023,Junio,29,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Secretarios (generales),48
10483866,Entrada,Extranjero,2023,Enero,21,Hombre,Perú,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Perú,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,13
111071144,Salida,Ecuatoriano,2023,Noviembre,4,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Psicologos,22
100483874,Salida,Ecuatoriano,2023,Octubre,16,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Pereira,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
65657379,Salida,Ecuatoriano,2023,Junio,20,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Amas de casa,66
80483876,Salida,Ecuatoriano,2023,Agosto,6,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
32038219,Salida,Ecuatoriano,2023,Marzo,16,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Estudiantes,30
73996248,Salida,Ecuatoriano,2023,Julio,25,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Tecnicos en ingenieria mecanica,46
40982380,Salida,Ecuatoriano,2023,Abril,3,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Nicaragua,América Central,América,Managua,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,21
104794786,Salida,Ecuatoriano,2023,Octubre,28,Hombre,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,54
35834801,Entrada,Extranjero,2023,Marzo,17,Hombre,Perú,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Piura,Perú,América del Sur,América,Unidad de Control Migratorio Frontera Terrestre Lalamor,Loja,Zapotillo,No inmigrante T-3,Jubilados y pensionistas,69
125274297,Entrada,Extranjero,2023,Diciembre,15,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Amas de casa,60
71272905,Salida,Ecuatoriano,2023,Julio,14,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,República Dominicana,"América, El Caribe",América,Punta Cana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Estudiantes,24
34077735,Entrada,Extranjero,2023,Marzo,18,Hombre,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Colombia,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,"Biologos, botanicos, zoologos y afines",47
31232244,Salida,Ecuatoriano,2023,Marzo,12,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Sin especificar,24
44399444,Entrada,Extranjero,2023,Abril,13,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,50
70467606,Salida,Ecuatoriano,2023,Julio,28,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Clase migratoria para ecuatorianos,Menores de edad,13
64664495,Entrada,Extranjero,2023,Junio,3,Hombre,Federación de Rusia,Europa Oriental,Europa,Vía Aérea,Turismo,Federación de Rusia,Europa Oriental,Europa,Moscow,Federación de Rusia,Europa Oriental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,,Disenadores y decoradores de interior,53
24754161,Salida,Ecuatoriano,2023,Febrero,18,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Aruba,"América, El Caribe",América,Aruba,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Amas de casa,54
90218022,Salida,Ecuatoriano,2023,Septiembre,6,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,7
51049047,Entrada,Extranjero,2023,Mayo,30,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Estudiantes,22
40483545,Salida,Ecuatoriano,2023,Abril,11,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Brasil,América del Sur,América,Río De Janeiro,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
95662578,Salida,Ecuatoriano,2023,Septiembre,2,Mujer,Ecuador,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Piura,Ecuador,América del Sur,América,Unidad de Control Migratorio Frontera Terrestre Macara,Loja,Macará,Clase migratoria para ecuatorianos,Estudiantes,66
70539479,Entrada,Extranjero,2023,Julio,10,Hombre,México,América Central,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,México,América Central,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Menores de edad,15
73298194,Salida,Ecuatoriano,2023,Julio,10,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,"Panaderos, pasteleros y confiteros",40
120483540,Salida,Ecuatoriano,2023,Diciembre,7,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cartagena de Indias,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,13
30480349,Salida,Ecuatoriano,2023,Marzo,16,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
121614202,Salida,Ecuatoriano,2023,Diciembre,14,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,El Salvador,América Central,América,San Salvador,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Comerciantes de tiendas,27
113473553,Salida,Ecuatoriano,2023,Noviembre,9,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Personal de apoyo administrativo no clasificado bajo otros epigrafes,41
14955659,Entrada,Extranjero,2023,Enero,3,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Sin especificar,56
110756988,Entrada,Extranjero,2023,Noviembre,14,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Villavicencio,Colombia,América del Sur,América,Centro Binacional de Atención Fronteriza San Miguel,Sucumbios,Sucumbíos,No inmigrante T-3,Comerciantes de tiendas,19
20448452,Entrada,Extranjero,2023,Febrero,5,Hombre,Suiza,Europa Occidental,Europa,Vía Aérea,Turismo,Suiza,Europa Occidental,Europa,Zurich,Suiza,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
30466212,Salida,Extranjero,2023,Marzo,23,Hombre,Australia,Australia y Nueva Zelandia,Oceanía,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Australia,Australia y Nueva Zelandia,Oceanía,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
81065338,Salida,Ecuatoriano,2023,Agosto,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Comerciantes de tiendas,22
52187237,Salida,Ecuatoriano,2023,Mayo,21,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Amas de casa,31
75348390,Salida,Ecuatoriano,2023,Julio,9,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Guias de turismo,61
121195069,Entrada,Extranjero,2023,Diciembre,7,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,No inmigrante T-3,Personal de apoyo administrativo no clasificado bajo otros epigrafes,24
73608617,Entrada,Extranjero,2023,Julio,3,Mujer,Perú,América del Sur,América,Vía terrestre,Turismo,Perú,América del Sur,América,Tumbes,Perú,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,No inmigrante T-3,Profesionales de enfermeria,42
61056695,Entrada,Extranjero,2023,Junio,3,Mujer,Ucrania,Europa Oriental,Europa,Vía Aérea,Turismo,Ucrania,Europa Oriental,Europa,Berdyansk,Ucrania,Europa Oriental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Estudiantes,22
74950891,Entrada,Extranjero,2023,Julio,1,Mujer,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,,Limpiadores y asistentes domesticos,56
70473952,Salida,Ecuatoriano,2023,Julio,13,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,México,América Central,América,Cancun,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,13
40483905,Entrada,Extranjero,2023,Abril,6,Mujer,Honduras,América Central,América,Vía Aérea,Turismo,El Salvador,América Central,América,San Salvador,Honduras,América Central,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,13
